Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,MORT-30-COPD Achievement Threshold,MORT-30-COPD Benchmark,MORT-30-COPD Baseline Rate,MORT-30-COPD Performance Rate,MORT-30-COPD Achievement Points,MORT-30-COPD Improvement Points,MORT-30-COPD Measure Score,MORT-30-CABG Achievement Threshold,MORT-30-CABG Benchmark,MORT-30-CABG Baseline Rate,MORT-30-CABG Performance Rate,MORT-30-CABG Achievement Points,MORT-30-CABG Improvement Points,MORT-30-CABG Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
2024,390065,GETTYSBURG HOSPITAL,147 GETTYS STREET,GETTYSBURG,PA,17325,ADAMS,0.869247,0.887868,0.871447,0.892439,10 out of 10,9 out of 9,10 out of 10,0.882308,0.907733,0.890602,0.868869,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.843143,0.835614,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.921731,0.907014,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.029826,0.027330,0 out of 10,2 out of 9,2 out of 10
2024,390066,WELLSPAN GOOD SAMARITAN HOSPITAL,252 SOUTH 4TH STREET,LEBANON,PA,17042,LEBANON,0.869247,0.887868,0.862389,0.881774,7 out of 10,7 out of 9,7 out of 10,0.882308,0.907733,0.866555,0.898914,6 out of 10,7 out of 9,7 out of 10,0.840281,0.872976,0.817273,0.835878,0 out of 10,3 out of 9,3 out of 10,0.916491,0.934002,0.915699,0.921876,3 out of 10,3 out of 9,3 out of 10,0.969499,0.980319,0.975971,0.974903,5 out of 10,0 out of 9,5 out of 10,0.025396,0.018159,0.042320,0.027605,0 out of 10,6 out of 9,6 out of 10
2024,390067,UPMC PINNACLE HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,PA,17104,DAUPHIN,0.869247,0.887868,0.874785,0.856559,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.878432,0.885385,2 out of 10,2 out of 9,2 out of 10,0.840281,0.872976,0.839396,0.820274,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.919123,0.906855,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.976247,0.980107,9 out of 10,9 out of 9,9 out of 10,0.025396,0.018159,0.033588,0.023939,2 out of 10,6 out of 9,6 out of 10
2024,390068,UPMC LITITZ,1500 HIGHLANDS DRIVE,LITITZ,PA,17543,LANCASTER,0.869247,0.887868,Not Available,0.881030,6 out of 10,Not Available,6 out of 10,0.882308,0.907733,0.883554,0.884381,1 out of 10,0 out of 9,1 out of 10,0.840281,0.872976,0.838363,0.821413,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.923736,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,0.024835,1 out of 10,Not Available,1 out of 10
2024,390070,LOWER BUCKS HOSPITAL,501 BATH ROAD,BRISTOL,PA,19007,BUCKS,0.869247,0.887868,0.875448,0.874139,3 out of 10,0 out of 9,3 out of 10,0.882308,0.907733,0.895473,0.881606,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.847586,0.833268,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.923536,0.906832,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,390071,UPMC LOCK HAVEN,24 CREE DRIVE,LOCK HAVEN,PA,17745,CLINTON,0.869247,0.887868,0.866684,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.879330,0.877238,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.853371,0.817441,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.913770,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,390073,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,PA,16601,BLAIR,0.869247,0.887868,0.859687,0.869285,1 out of 10,3 out of 9,3 out of 10,0.882308,0.907733,0.863952,0.874686,0 out of 10,2 out of 9,2 out of 10,0.840281,0.872976,0.822480,0.837836,0 out of 10,3 out of 9,3 out of 10,0.916491,0.934002,0.917598,0.892791,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.963023,0.973997,4 out of 10,6 out of 9,6 out of 10,0.025396,0.018159,0.020215,0.026520,0 out of 10,0 out of 9,0 out of 10
2024,390079,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,PA,18840,BRADFORD,0.869247,0.887868,0.889473,0.869756,1 out of 10,0 out of 9,1 out of 10,0.882308,0.907733,0.859030,0.863133,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.867430,0.811763,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.923504,0.914129,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.961403,0.969962,1 out of 10,4 out of 9,4 out of 10,0.025396,0.018159,0.023245,0.027715,0 out of 10,0 out of 9,0 out of 10
2024,390086,PENN HIGHLANDS DUBOIS,100 HOSPITAL AVENUE,DUBOIS,PA,15801,CLEARFIELD,0.869247,0.887868,0.876018,0.862788,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.887659,0.851460,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.831386,0.827682,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.918227,0.902932,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.971592,0.970839,2 out of 10,0 out of 9,2 out of 10,0.025396,0.018159,0.026922,0.030055,0 out of 10,0 out of 9,0 out of 10
2024,390090,WEST PENN HOSPITAL,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,0.869247,0.887868,0.867547,0.882404,7 out of 10,7 out of 9,7 out of 10,0.882308,0.907733,0.897688,0.879597,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.842854,0.824876,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,Not Available,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,0.964767,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023361,Not Available,Not Available,Not Available,Not Available
2024,390091,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346,VENANGO,0.869247,0.887868,0.871214,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.887969,0.889195,3 out of 10,0 out of 9,3 out of 10,0.840281,0.872976,0.860859,0.833699,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.931561,0.891390,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.022856,0.024158,2 out of 10,0 out of 9,2 out of 10
2024,390093,CLARION HOSPITAL,ONE HOSPITAL DRIVE,CLARION,PA,16214,CLARION,0.869247,0.887868,0.859460,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.873887,0.847101,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.831214,0.802887,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.912286,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023983,Not Available,Not Available,Not Available,Not Available
2024,390096,PENN STATE HEALTH ST. JOSEPH,2500 BERNVILLE ROAD,READING,PA,19605,BERKS,0.869247,0.887868,0.883298,0.872092,2 out of 10,0 out of 9,2 out of 10,0.882308,0.907733,0.853642,0.882283,0 out of 10,5 out of 9,5 out of 10,0.840281,0.872976,0.834111,0.805867,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.921414,0.905460,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.976880,0.963606,0 out of 10,0 out of 9,0 out of 10,0.025396,0.018159,0.020006,Not Available,Not Available,Not Available,Not Available
2024,390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,1648 HUNTINGDON PIKE,MEADOWBROOK,PA,19046,MONTGOMERY,0.869247,0.887868,0.880732,0.875371,3 out of 10,0 out of 9,3 out of 10,0.882308,0.907733,0.882831,0.874407,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.824838,0.827044,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.911727,0.908163,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023782,0.021275,6 out of 10,4 out of 9,6 out of 10
2024,390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,LANCASTER,0.869247,0.887868,0.884283,0.892925,10 out of 10,9 out of 9,10 out of 10,0.882308,0.907733,0.894353,0.906699,9 out of 10,9 out of 9,9 out of 10,0.840281,0.872976,0.869158,0.861064,6 out of 10,0 out of 9,6 out of 10,0.916491,0.934002,0.911675,0.928261,7 out of 10,7 out of 9,7 out of 10,0.969499,0.980319,0.967197,0.981224,10 out of 10,9 out of 9,10 out of 10,0.025396,0.018159,0.022606,0.025699,0 out of 10,0 out of 9,0 out of 10
2024,390101,UPMC MEMORIAL,1701 INNOVATION DRIVE,YORK,PA,17408,YORK,0.869247,0.887868,0.885404,0.859411,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.883870,0.889658,3 out of 10,2 out of 9,3 out of 10,0.840281,0.872976,0.839195,0.851731,4 out of 10,3 out of 9,4 out of 10,0.916491,0.934002,0.906326,0.884434,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,0.029164,0 out of 10,Not Available,0 out of 10
2024,390102,UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,PA,15215,ALLEGHENY,0.869247,0.887868,0.881138,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.884724,0.881848,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.850439,0.835371,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.935040,0.911760,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.029802,0.025736,0 out of 10,3 out of 9,3 out of 10
2024,390107,UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,ALLEGHENY,0.869247,0.887868,0.865439,0.860886,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.889698,0.886322,2 out of 10,0 out of 9,2 out of 10,0.840281,0.872976,0.855900,0.805076,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.906451,0.905482,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.967730,0.972190,3 out of 10,3 out of 9,3 out of 10,0.025396,0.018159,0.026737,0.023550,3 out of 10,3 out of 9,3 out of 10
2024,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,PA,19104,PHILADELPHIA,0.869247,0.887868,0.869883,0.877841,5 out of 10,4 out of 9,5 out of 10,0.882308,0.907733,0.895240,0.915962,10 out of 10,9 out of 9,10 out of 10,0.840281,0.872976,0.867546,0.864387,7 out of 10,0 out of 9,7 out of 10,0.916491,0.934002,0.914638,0.924590,5 out of 10,5 out of 9,5 out of 10,0.969499,0.980319,0.970887,0.975882,6 out of 10,5 out of 9,6 out of 10,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,390112,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,600 SOMERSET AVENUE,WINDBER,PA,15963,SOMERSET,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.888375,0.863937,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.832082,0.820519,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.924177,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.025625,0.023205,3 out of 10,3 out of 9,3 out of 10
2024,390113,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,PA,16335,CRAWFORD,0.869247,0.887868,0.868412,0.859775,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.836084,0.884007,1 out of 10,6 out of 9,6 out of 10,0.840281,0.872976,0.821959,0.806660,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.914508,0.895984,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.017694,0.019854,7 out of 10,0 out of 9,7 out of 10
2024,390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,300 HALKET STREET,PITTSBURGH,PA,15213,ALLEGHENY,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.882338,0.885619,2 out of 10,1 out of 9,2 out of 10,0.840281,0.872976,0.840290,Not Available,Not Available,Not Available,Not Available,0.916491,0.934002,0.915327,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.026470,0.025318,1 out of 10,1 out of 9,1 out of 10
2024,390115,JEFFERSON HEALTH- NORTHEAST,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,PHILADELPHIA,0.869247,0.887868,0.870030,0.862626,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.891244,0.881822,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.844915,0.816656,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.923171,0.910013,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.968238,0.971569,2 out of 10,2 out of 9,2 out of 10,0.025396,0.018159,0.036440,0.023930,2 out of 10,6 out of 9,6 out of 10
2024,390116,SUBURBAN COMMUNITY HOSPITAL,2701 DEKALB PIKE,NORRISTOWN,PA,19401,MONTGOMERY,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.887590,0.890547,3 out of 10,1 out of 9,3 out of 10,0.840281,0.872976,0.806791,0.829454,0 out of 10,3 out of 9,3 out of 10,0.916491,0.934002,0.913382,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023574,Not Available,Not Available,Not Available,Not Available
2024,390117,UPMC BEDFORD MEMORIAL,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,BEDFORD,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.868939,0.905313,9 out of 10,9 out of 9,9 out of 10,0.840281,0.872976,0.831299,0.791256,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.917654,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,390119,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,PA,18510,LACKAWANNA,0.869247,0.887868,0.864026,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.867664,0.869016,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.818581,0.808144,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.919702,0.876830,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.029362,0.023428,3 out of 10,5 out of 9,5 out of 10
2024,390123,POTTSTOWN HOSPITAL,1600 EAST HIGH STREET,POTTSTOWN,PA,19464,MONTGOMERY,0.869247,0.887868,0.865529,0.883669,7 out of 10,8 out of 9,8 out of 10,0.882308,0.907733,0.863288,0.896630,6 out of 10,7 out of 9,7 out of 10,0.840281,0.872976,0.822855,0.793953,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.896948,0.898532,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.026411,0.023106,3 out of 10,4 out of 9,4 out of 10
2024,390127,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,PA,19460,CHESTER,0.869247,0.887868,0.867389,0.862360,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.843344,0.893122,4 out of 10,7 out of 9,7 out of 10,0.840281,0.872976,0.841418,0.800946,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.925824,0.908214,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.966025,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.027623,Not Available,Not Available,Not Available,Not Available
2024,390133,LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULEVARD,ALLENTOWN,PA,18103,LEHIGH,0.869247,0.887868,0.884954,0.863068,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.876205,0.889708,3 out of 10,4 out of 9,4 out of 10,0.840281,0.872976,0.851030,0.863677,7 out of 10,5 out of 9,7 out of 10,0.916491,0.934002,0.912310,0.909061,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.975601,0.972927,3 out of 10,0 out of 9,3 out of 10,0.025396,0.018159,0.016245,0.018877,9 out of 10,0 out of 9,9 out of 10
2024,390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764,LUZERNE,0.869247,0.887868,0.850411,0.867564,0 out of 10,4 out of 9,4 out of 10,0.882308,0.907733,0.849792,0.871715,0 out of 10,3 out of 9,3 out of 10,0.840281,0.872976,0.830782,0.786089,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.901626,0.858825,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.941816,0.970469,1 out of 10,7 out of 9,7 out of 10,0.025396,0.018159,0.021162,0.027716,0 out of 10,0 out of 9,0 out of 10
2024,390138,WELLSPAN WAYNESBORO HOSPITAL,501 EAST MAIN ST,WAYNESBORO,PA,17268,FRANKLIN,0.869247,0.887868,0.870421,0.871865,2 out of 10,0 out of 9,2 out of 10,0.882308,0.907733,0.893729,0.879163,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.844064,0.796722,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.915805,0.902644,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,390139,BRYN MAWR HOSPITAL,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,DELAWARE,0.869247,0.887868,0.875485,0.874367,3 out of 10,0 out of 9,3 out of 10,0.882308,0.907733,0.898310,0.903671,8 out of 10,5 out of 9,8 out of 10,0.840281,0.872976,0.877778,0.818387,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.913774,0.905378,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.019223,0.019313,8 out of 10,0 out of 9,8 out of 10
2024,390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,PHILADELPHIA,0.869247,0.887868,0.880368,0.866475,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.890402,0.899873,7 out of 10,5 out of 9,7 out of 10,0.840281,0.872976,0.824570,0.820766,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.917138,0.920497,3 out of 10,1 out of 9,3 out of 10,0.969499,0.980319,0.967240,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.034016,0.026147,0 out of 10,4 out of 9,4 out of 10
2024,390145,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,WESTMORELAND,0.869247,0.887868,0.877727,0.879104,5 out of 10,1 out of 9,5 out of 10,0.882308,0.907733,0.889497,0.875416,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.840139,0.824743,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.921952,0.917822,1 out of 10,0 out of 9,1 out of 10,0.969499,0.980319,0.973886,0.977954,8 out of 10,6 out of 9,8 out of 10,0.025396,0.018159,0.021847,0.022681,4 out of 10,0 out of 9,4 out of 10
2024,390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,16365,WARREN,0.869247,0.887868,0.872283,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.866039,0.855301,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.843033,0.835444,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.901366,0.911173,0 out of 10,3 out of 9,3 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.026103,0.022095,5 out of 10,5 out of 9,5 out of 10
2024,390147,PENN HIGHLANDS MON VALLEY,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063,WASHINGTON,0.869247,0.887868,0.865193,0.882138,7 out of 10,7 out of 9,7 out of 10,0.882308,0.907733,0.870529,0.866669,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.846723,0.829224,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.922587,0.908183,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.038098,0.025970,0 out of 10,6 out of 9,6 out of 10
2024,390151,WELLSPAN CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,17201,FRANKLIN,0.869247,0.887868,0.870018,0.883133,7 out of 10,7 out of 9,7 out of 10,0.882308,0.907733,0.879854,0.865499,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.837786,0.785370,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.927352,0.913909,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.030713,0.023888,2 out of 10,5 out of 9,5 out of 10
2024,390153,PAOLI HOSPITAL,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,CHESTER,0.869247,0.887868,0.885598,0.879985,6 out of 10,0 out of 9,6 out of 10,0.882308,0.907733,0.900445,0.896090,5 out of 10,0 out of 9,5 out of 10,0.840281,0.872976,0.868200,0.846436,2 out of 10,0 out of 9,2 out of 10,0.916491,0.934002,0.932533,0.911614,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.966913,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.019852,0.022549,4 out of 10,0 out of 9,4 out of 10
2024,390156,MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,1500 LANSDOWNE  AVE,DARBY,PA,19023,DELAWARE,0.869247,0.887868,0.850309,0.870425,1 out of 10,5 out of 9,5 out of 10,0.882308,0.907733,0.896131,0.891565,4 out of 10,0 out of 9,4 out of 10,0.840281,0.872976,0.845830,0.832774,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.910799,0.923018,4 out of 10,5 out of 9,5 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,390157,HERITAGE VALLEY KENNEDY,25 HECKEL ROAD,MCKEES ROCKS,PA,15136,ALLEGHENY,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.873885,0.870344,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.851232,0.823273,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.923522,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.026075,0.023861,2 out of 10,2 out of 9,2 out of 10
2024,390160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,WASHINGTON,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.885590,0.887764,2 out of 10,0 out of 9,2 out of 10,0.840281,0.872976,0.822811,0.818652,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.915313,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023418,Not Available,Not Available,Not Available,Not Available
2024,390162,ST LUKE'S HOSPITAL - EASTON CAMPUS,250 SOUTH 21ST STREET,EASTON,PA,18042,NORTHAMPTON,0.869247,0.887868,0.892925,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.908687,0.906270,9 out of 10,0 out of 9,9 out of 10,0.840281,0.872976,0.843608,0.807625,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.927011,0.913840,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.974294,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.037755,Not Available,Not Available,Not Available,Not Available
2024,390163,ACMH HOSPITAL,ONE NOLTE DRIVE,KITTANNING,PA,16201,ARMSTRONG,0.869247,0.887868,0.875458,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.888050,0.883211,1 out of 10,0 out of 9,1 out of 10,0.840281,0.872976,0.824782,0.795691,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.916952,0.884374,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.021738,0.025219,1 out of 10,0 out of 9,1 out of 10
2024,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,ALLEGHENY,0.869247,0.887868,0.858946,0.870577,1 out of 10,4 out of 9,4 out of 10,0.882308,0.907733,0.889034,0.878871,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.859319,0.838955,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.920500,0.900890,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.972558,0.973908,4 out of 10,1 out of 9,4 out of 10,0.025396,0.018159,0.030309,0.021942,5 out of 10,6 out of 9,6 out of 10
