Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
2024,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,RI,2905,PROVIDENCE,0.589,0,0.742,0.999,0 out of 10,0 out of 9,0 out of 10,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,5 out of 10,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,0.738,0.410,5 out of 10,4 out of 9,5 out of 10,0.726,0,0.527,1.049,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.158,0.000,10 out of 10,9 out of 9,10 out of 10
2024,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,RI,2895,PROVIDENCE,0.589,0,0.601,0.397,3 out of 10,3 out of 9,3 out of 10,0.65,0,1.034,0.000,10 out of 10,9 out of 9,10 out of 10,Not Available,0.717,0,0.000,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.52,0.014,0.421,0.247,5 out of 10,4 out of 9,5 out of 10
2024,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,PROVIDENCE,0.589,0,0.849,0.806,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.167,0.843,0 out of 10,2 out of 9,2 out of 10,5 out of 10,0.717,0,1.218,0.498,3 out of 10,5 out of 9,5 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.272,0.869,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,1.161,0.250,5 out of 10,7 out of 9,7 out of 10
2024,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,RI,2891,WASHINGTON,0.589,0,0.995,0.908,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.685,0.000,10 out of 10,9 out of 9,10 out of 10,1 out of 10,0.717,0,Not Available,0.680,1 out of 10,Not Available,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,2.388,1.550,0 out of 10,3 out of 9,3 out of 10
2024,420002,PIEDMONT MEDICAL CENTER,1731 FRANK GASTON BLVD,ROCK HILL,SC,29732,YORK,0.589,0,0.000,0.487,2 out of 10,0 out of 9,2 out of 10,0.65,0,0.306,0.894,0 out of 10,0 out of 9,0 out of 10,6 out of 10,0.717,0,0.204,0.257,6 out of 10,0 out of 9,6 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.217,0.745,0 out of 10,3 out of 9,3 out of 10,0.52,0.014,0.284,0.202,6 out of 10,3 out of 9,6 out of 10
2024,420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,CHARLESTON,0.589,0,0.861,1.112,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.758,0.449,3 out of 10,4 out of 9,4 out of 10,5 out of 10,0.717,0,1.066,0.585,2 out of 10,4 out of 9,4 out of 10,0.738,0,3.069,0.534,3 out of 10,8 out of 9,8 out of 10,0.726,0,1.498,1.369,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.837,0.491,1 out of 10,4 out of 9,4 out of 10
2024,420005,MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON STREET PO BOX 1327,DILLON,SC,29536,DILLON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,1.563,0 out of 10,Not Available,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.831,0.783,0 out of 10,0 out of 9,0 out of 10
2024,420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,0.589,0,0.778,0.134,7 out of 10,8 out of 9,8 out of 10,0.65,0,0.932,0.492,3 out of 10,4 out of 9,4 out of 10,0 out of 10,0.717,0,1.151,1.181,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.926,Not Available,Not Available,Not Available,Not Available,0.726,0,0.910,1.187,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.713,0.319,4 out of 10,5 out of 9,5 out of 10
2024,420009,PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,298 MEMORIAL DR,SENECA,SC,29672,OCONEE,0.589,0,1.355,1.204,0 out of 10,1 out of 9,1 out of 10,0.65,0,0.313,0.339,5 out of 10,0 out of 9,5 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.52,0.014,0.203,0.111,8 out of 10,4 out of 9,8 out of 10
2024,420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,29550,DARLINGTON,0.589,0,0.903,Not Available,Not Available,Not Available,Not Available,0.65,0,0.819,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.184,0.222,6 out of 10,0 out of 9,6 out of 10
2024,420015,PRISMA HEALTH BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,EASLEY,SC,29640,PICKENS,0.589,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.65,0,0.000,1.935,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.761,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.466,0.244,5 out of 10,4 out of 9,5 out of 10
2024,420018,PRISMA HEALTH RICHLAND HOSPITAL,5 MEDICAL PARK,COLUMBIA,SC,29203,RICHLAND,0.589,0,0.538,0.969,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.186,1.015,0 out of 10,1 out of 9,1 out of 10,8 out of 10,0.717,0,2.746,0.459,4 out of 10,8 out of 9,8 out of 10,0.738,0,1.582,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,1.219,0.910,0 out of 10,2 out of 9,2 out of 10,0.52,0.014,0.252,0.185,6 out of 10,2 out of 9,6 out of 10
2024,420020,TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,GEORGETOWN,0.589,0,Not Available,2.901,0 out of 10,Not Available,0 out of 10,0.65,0,1.073,0.000,10 out of 10,9 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.573,0.405,3 out of 10,7 out of 9,7 out of 10
2024,420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,GREENVILLE,0.589,0,0.522,1.307,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.888,0.589,1 out of 10,3 out of 9,3 out of 10,0 out of 10,0.717,0,1.350,1.511,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.224,3.469,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.434,0.861,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.263,0.246,5 out of 10,0 out of 9,5 out of 10
2024,420026,PROVIDENCE HEALTH,2435 FOREST DRIVE,COLUMBIA,SC,29204,RICHLAND,0.589,0,1.264,0.389,4 out of 10,6 out of 9,6 out of 10,0.65,0,1.818,0.847,0 out of 10,5 out of 9,5 out of 10,10 out of 10,0.717,0,1.267,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,2.698,2.388,0 out of 10,1 out of 9,1 out of 10,0.52,0.014,0.644,0.062,9 out of 10,9 out of 9,9 out of 10
2024,420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,0.589,0,1.176,1.054,0 out of 10,1 out of 9,1 out of 10,0.65,0,0.473,0.361,5 out of 10,2 out of 9,5 out of 10,3 out of 10,0.717,0,0.861,0.753,0 out of 10,1 out of 9,1 out of 10,0.738,0,1.476,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,0.705,1.842,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.702,0.351,4 out of 10,5 out of 9,5 out of 10
2024,420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,COLLETON,0.589,0,0.887,Not Available,Not Available,Not Available,Not Available,0.65,0,1.334,0.000,10 out of 10,9 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.396,0.541,0 out of 10,0 out of 9,0 out of 10
2024,420033,PRISMA HEALTH GREER MEMORIAL HOSPITAL,1413 JOHN B WHITE SR BLVD SUITE D,SPARTANBURG,SC,29306,SPARTANBURG,0.589,0,Not Available,0.672,0 out of 10,Not Available,0 out of 10,0.65,0,0.000,1.307,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.427,0.438,2 out of 10,0 out of 9,2 out of 10
2024,420036,MUSC HEALTH LANCASTER MEDICAL CENTER,800 W MEETING ST,LANCASTER,SC,29720,LANCASTER,0.589,0,0.000,0.420,3 out of 10,0 out of 9,3 out of 10,0.65,0,1.021,1.573,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.717,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.813,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.248,0.310,4 out of 10,0 out of 9,4 out of 10
2024,420037,PRISMA HEALTH HILLCREST HOSPITAL,741 SOUTH EAST MAIN STREET,SIMPSONVILLE,SC,29681,GREENVILLE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,3.597,0 out of 10,Not Available,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.250,0.748,0 out of 10,0 out of 9,0 out of 10
2024,420038,PRISMA HEALTH LAURENS COUNTY HOSPITAL,22725 HIGHWAY 76 EAST,CLINTON,SC,29325,LAURENS,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.533,0.640,0 out of 10,0 out of 9,0 out of 10
2024,420048,KERSHAWHEALTH,1315 ROBERTS STREET,CAMDEN,SC,29020,KERSHAW,0.589,0,Not Available,0.596,0 out of 10,Not Available,0 out of 10,0.65,0,2.119,0.000,10 out of 10,9 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.902,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.560,0.469,1 out of 10,1 out of 9,1 out of 10
2024,420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,HORRY,0.589,0,0.407,0.597,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,6 out of 10,0.717,0,0.000,0.452,4 out of 10,0 out of 9,4 out of 10,0.738,0,0.663,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,1.458,1.488,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.188,0.101,8 out of 10,5 out of 9,8 out of 10
2024,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,FLORENCE,0.589,0,0.240,1.067,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.833,0.479,3 out of 10,4 out of 9,4 out of 10,1 out of 10,0.717,0,0.989,0.846,0 out of 10,1 out of 9,1 out of 10,0.738,0,0.000,Not Available,Not Available,Not Available,Not Available,0.726,0,1.445,1.285,0 out of 10,1 out of 9,1 out of 10,0.52,0.014,0.999,0.675,0 out of 10,3 out of 9,3 out of 10
2024,420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,NEWBERRY,SC,29108,NEWBERRY,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.415,1.488,0 out of 10,0 out of 9,0 out of 10
2024,420055,MUSC HEALTH MARION MEDICAL CENTER,2829 E HWY 76,MULLINS,SC,29574,MARION,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.205,0.347,4 out of 10,0 out of 9,4 out of 10
2024,420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,SC,29414,CHARLESTON,0.589,0,0.926,1.405,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.000,0.931,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.717,0,0.000,1.155,0 out of 10,0 out of 9,0 out of 10,0.738,0,1.063,0.794,0 out of 10,2 out of 9,2 out of 10,0.726,0,2.165,1.240,0 out of 10,4 out of 9,4 out of 10,0.52,0.014,0.709,0.906,0 out of 10,0 out of 9,0 out of 10
2024,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,29902,BEAUFORT,0.589,0,2.206,1.911,0 out of 10,1 out of 9,1 out of 10,0.65,0,1.453,2.268,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.717,0,0.709,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,2.252,2.351,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.296,1.094,0 out of 10,0 out of 9,0 out of 10
2024,420070,PRISMA HEALTH TUOMEY HOSPITAL,129 N WASHINGTON ST,SUMTER,SC,29150,SUMTER,0.589,0,2.081,1.898,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.354,2.072,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.401,1.027,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.529,Not Available,Not Available,Not Available,Not Available,0.726,0,1.859,0.381,5 out of 10,7 out of 9,7 out of 10,0.52,0.014,0.680,0.103,8 out of 10,8 out of 9,8 out of 10
2024,420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,GREENWOOD,0.589,0,0.958,1.176,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.941,1.094,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.717,0,0.602,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.726,0,0.602,0.662,1 out of 10,0 out of 9,1 out of 10,0.52,0.014,0.565,0.404,3 out of 10,2 out of 9,3 out of 10
2024,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,LEXINGTON,0.589,0,0.617,0.587,1 out of 10,0 out of 9,1 out of 10,0.65,0,0.226,1.130,0 out of 10,0 out of 9,0 out of 10,8 out of 10,0.717,0,0.796,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,1.159,1.135,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.971,0.355,5 out of 10,6 out of 9,6 out of 10,0.52,0.014,0.742,0.267,5 out of 10,6 out of 9,6 out of 10
2024,420078,PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,701 GROVE ROAD,GREENVILLE,SC,29605,GREENVILLE,0.589,0,0.474,0.371,4 out of 10,2 out of 9,4 out of 10,0.65,0,0.600,0.672,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.717,0,0.110,0.442,4 out of 10,0 out of 9,4 out of 10,0.738,0,0.000,0.733,1 out of 10,0 out of 9,1 out of 10,0.726,0,0.684,1.122,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.516,0.291,5 out of 10,4 out of 9,5 out of 10
2024,420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,CHARLESTON,0.589,0,0.221,0.372,4 out of 10,0 out of 9,4 out of 10,0.65,0,0.758,1.176,0 out of 10,0 out of 9,0 out of 10,2 out of 10,0.717,0,0.667,1.221,0 out of 10,0 out of 9,0 out of 10,0.738,0,1.470,0.638,2 out of 10,5 out of 9,5 out of 10,0.726,0,1.285,0.921,0 out of 10,2 out of 9,2 out of 10,0.52,0.014,0.474,0.381,3 out of 10,2 out of 9,3 out of 10
2024,420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29925,BEAUFORT,0.589,0,0.000,Not Available,Not Available,Not Available,Not Available,0.65,0,0.696,Not Available,Not Available,Not Available,Not Available,3 out of 10,0.717,0,0.535,0.538,3 out of 10,0 out of 9,3 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.074,0.175,7 out of 10,0 out of 9,7 out of 10
2024,420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,AIKEN,0.589,0,0.213,0.982,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.817,0.564,2 out of 10,3 out of 9,3 out of 10,5 out of 10,0.717,0,0.319,0.390,5 out of 10,0 out of 9,5 out of 10,0.738,0,0.000,Not Available,Not Available,Not Available,Not Available,0.726,0,1.049,0.861,0 out of 10,1 out of 9,1 out of 10,0.52,0.014,0.724,0.464,1 out of 10,3 out of 9,3 out of 10
2024,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,HORRY,0.589,0,0.693,0.578,1 out of 10,1 out of 9,1 out of 10,0.65,0,0.694,0.417,4 out of 10,3 out of 9,4 out of 10,1 out of 10,0.717,0,0.512,0.712,1 out of 10,0 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.819,0.387,5 out of 10,5 out of 9,5 out of 10,0.52,0.014,0.348,0.093,8 out of 10,7 out of 9,8 out of 10
2024,420086,PRISMA HEALTH BAPTIST,1330 TAYLOR AT MARION ST,COLUMBIA,SC,29220,RICHLAND,0.589,0,0.609,0.903,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.916,0.771,0 out of 10,5 out of 9,5 out of 10,6 out of 10,0.717,0,1.414,0.661,1 out of 10,5 out of 9,5 out of 10,0.738,0,1.664,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,0.511,1.270,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.545,0.058,9 out of 10,9 out of 9,9 out of 10
2024,420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401,CHARLESTON,0.589,0,1.273,1.871,0 out of 10,0 out of 9,0 out of 10,0.65,0,3.190,1.333,0 out of 10,5 out of 9,5 out of 10,5 out of 10,0.717,0,0.749,0.474,4 out of 10,3 out of 9,4 out of 10,0.738,0,1.344,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,1.720,1.032,0 out of 10,4 out of 9,4 out of 10,0.52,0.014,1.069,0.991,0 out of 10,0 out of 9,0 out of 10
2024,420089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464,CHARLESTON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,10 out of 10,0.717,0,0.861,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.340,0.741,0 out of 10,0 out of 9,0 out of 10
2024,420091,MUSC HEALTH FLORENCE MEDICAL CENTER,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,FLORENCE,0.589,0,0.000,0.771,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.568,1.393,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.239,1.998,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.863,1.038,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.365,0.383,3 out of 10,0 out of 9,3 out of 10
2024,420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,4070 HWY 17,MURRELLS INLET,SC,29576,HORRY,0.589,0,Not Available,2.199,0 out of 10,Not Available,0 out of 10,0.65,0,1.308,0.864,0 out of 10,3 out of 9,3 out of 10,5 out of 10,0.717,0,0.911,0.373,5 out of 10,5 out of 9,5 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.739,0.614,2 out of 10,6 out of 9,6 out of 10,0.52,0.014,1.283,0.428,2 out of 10,6 out of 9,6 out of 10
2024,420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,JASPER,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.743,0.826,0 out of 10,0 out of 9,0 out of 10
2024,420103,PELHAM MEDICAL CENTER,250 WESTMORELAND ROAD,GREER,SC,29651,GREENVILLE,0.589,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,0 out of 10,0.717,0,Not Available,2.364,0 out of 10,Not Available,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.685,1.194,0 out of 10,2 out of 9,2 out of 10
2024,420104,MOUNT PLEASANT HOSPITAL,3510 HIGHWAY 17 NORTH SUITE 140,MOUNT PLEASANT,SC,29466,CHARLESTON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,0 out of 10,0.717,0,Not Available,0.903,0 out of 10,Not Available,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.462,0.000,10 out of 10,9 out of 9,10 out of 10
2024,420105,MCLEOD LORIS  HOSPITAL,3655 MITCHELL STREET,LORIS,SC,29569,HORRY,0.589,0,1.158,0.432,3 out of 10,6 out of 9,6 out of 10,0.65,0,1.124,0.410,4 out of 10,6 out of 9,6 out of 10,1 out of 10,0.717,0,0.000,0.698,1 out of 10,0 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.748,1.616,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,1.842,0.471,1 out of 10,7 out of 9,7 out of 10
2024,420106,PRISMA HEALTH BAPTIST PARKRIDGE,400 PALMETTO HEALTH PARKWAY,COLUMBIA,SC,29212,LEXINGTON,0.589,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.615,0.000,10 out of 10,9 out of 9,10 out of 10
2024,420107,MCLEOD HEALTH CHERAW,711 CHESTERFIELD HIGHWAY,CHERAW,SC,29520,CHESTERFIELD,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,1.686,0.000,10 out of 10,9 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.067,0.315,4 out of 10,7 out of 9,7 out of 10
2024,420109,MCLEOD HEALTH CLARENDON,10 EAST HOSPITAL STREET,MANNING,SC,29102,CLARENDON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.488,1.494,0 out of 10,0 out of 9,0 out of 10
2024,420110,ROPER ST FRANCIS HOSPITAL-BERKELEY INC,300  CALLEN BLVD,SUMMERVILLE,SC,29486,DORCHESTER,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,Not Available,0.904,0 out of 10,Not Available,0 out of 10
